caso;plaza;geografía;estrato1;estrato1agrup;estrato2;partidogba;sexo;edad;estudios;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24;p25;p25o;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;pondedad;pondestudios;pondedadestudios;pondestrato1;pondedadestudiosestrato1;pondestudios2;pondedadestudiosestrato1estudios2;pondedad2;pondedadestudiosestrato1estudios2edad2;pondsexo;pondedadestudiosestrato1estudios2edad2sexo;pondestrato12;pondedadestudiosestrato1estudios2edad2sexoestrato12;imagen_larreta;imagen_macri;imagen_milei;imagen_cfk;imagen_massa;imagen_morales;imagen_bullrich;imagen_kicillof;imagen_santilli;imagen_grindetti;imagen_piparo;INTERÉS;PROBABILIDAD_DE_IR_A_VOTAR;VOTO_PARTIDO
986.0;Salta;NOA;4;Ciudades Grandes;;;1 - Hombre;3 - Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;1 - Es muy probable que vaya a votar;1 - Muy interesado;0.944133399209486;0.946902199620489;0.8940019924466316;0.907438879119045;0.8112521659559643;1.02984047456201;0.8354603155775487;1.00242436691201;0.8374857779229324;1.01849078665879;0.8529715487722762;0.997316243869393;0.8506823811490253;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;;;;;INTERESADO;PROBABLE;Unidos x La Patria
473.0;Santa Fe;Centro;4;Ciudades Grandes;;;1 - Hombre;1 - 18 a 29;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;3 - Algo negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;7 - Otro;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;1 - Es muy probable que vaya a votar;2 - Algo interesado;1.00271180904523;1.07233112362123;1.0752390808617478;0.907438879119045;0.9757137463221766;0.972752651427518;0.9491281337691739;0.998297894833141;0.9475126178686742;1.01849078665879;0.9650328715421955;0.997316243869393;0.9624429586569568;POSITIVA;NEGATIVA;POSITIVA;NEGATIVA;POSITIVA;NS/NC;NEGATIVA;;;;;INTERESADO;PROBABLE;Unidos x La Patria
529.0;Santa Fe;Centro;4;Ciudades Grandes;;;2 - Mujer;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;1 - Es muy probable que vaya a votar;4- Nada interesado;0.944133399209486;0.98364126532018;0.9286885714294615;0.907438879119045;0.8427281163086177;1.00540427420733;0.847282450131376;1.00242436691201;0.8493365736686014;0.983517679752162;0.8353375362631941;0.997316243869393;0.8330956940291215;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Unidos x La Patria
1382.0;Santa Fe;Centro;4;Ciudades Grandes;;;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;1 - Es muy probable que vaya a votar;2 - Algo interesado;1.05417449799197;1.07233112362123;1.1304241239245754;0.907438879119045;1.025790799943245;0.972752651427518;0.9978407204547463;0.998696387767693;0.9965399230856674;1.01849078665879;1.0149667302004115;0.997316243869393;1.012242807015874;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;;;;;INTERESADO;PROBABLE;Unidos x La Patria
118.0;La Plata;Interior PBA;4;Ciudades Grandes;3;;1 - Hombre;1 - 18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.00271180904523;0.946902199620489;0.9494700175703681;0.907438879119045;0.8615860085011947;1.02984047456201;0.8872961438708583;0.998297894833141;0.8857858725198416;1.01849078665879;0.9021647501139762;0.997316243869393;0.8997435599350403;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
323.0;La Plata;Interior PBA;4;Ciudades Grandes;3;;2 - Mujer;2 - 30 a 49;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.05417449799197;0.946902199620489;0.9982001509324212;0.907438879119045;0.9058056260985778;1.02984047456201;0.932835295842298;0.998696387767693;0.9316192403399102;0.983517679752162;0.9162639936715802;0.997316243869393;0.9138049645613097;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
346.0;La Plata;Interior PBA;4;Ciudades Grandes;3;;1 - Hombre;2 - 30 a 49;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;3 - Algo negativa;3 - Algo negativa;5 - Ns/Nc;1 - Es muy probable que vaya a votar;2 - Algo interesado;1.05417449799197;0.946902199620489;0.9982001509324212;0.907438879119045;0.9058056260985778;1.02984047456201;0.932835295842298;0.998696387767693;0.9316192403399102;1.01849078665879;0.9488456129602595;0.997316243869393;0.9462991427294778;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NS/NC;INTERESADO;PROBABLE;Unidos x La Patria
526.0;La Plata;Interior PBA;4;Ciudades Grandes;3;;2 - Mujer;1 - 18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;3 - Ingeniero;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.00271180904523;0.946902199620489;0.9494700175703681;0.907438879119045;0.8615860085011947;1.02984047456201;0.8872961438708583;0.998297894833141;0.8857858725198416;0.983517679752162;0.871186066097959;0.997316243869393;0.8688480151521693;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NS/NC;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
886.0;La Plata;Interior PBA;4;Ciudades Grandes;3;;2 - Mujer;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;1 - Muy positiva;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;5 - Ns/Nc;5 - Ns/Nc;4 - Muy negativa;1 - Es muy probable que vaya a votar;2 - Algo interesado;1.05417449799197;1.07233112362123;1.1304241239245754;0.907438879119045;1.025790799943245;0.972752651427518;0.9978407204547463;0.998696387767693;0.9965399230856674;0.983517679752162;0.9801146329336136;0.997316243869393;0.9774842442787803;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;POSITIVA;NS/NC;NEGATIVA;POSITIVA;NS/NC;NS/NC;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
917.0;La Plata;Interior PBA;4;Ciudades Grandes;3;;2 - Mujer;2 - 30 a 49;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;4 - Muy negativa;5 - Ns/Nc;4 - Muy negativa;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.05417449799197;0.946902199620489;0.9982001509324212;0.907438879119045;0.9058056260985778;1.02984047456201;0.932835295842298;0.998696387767693;0.9316192403399102;0.983517679752162;0.9162639936715802;0.997316243869393;0.9138049645613097;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NS/NC;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
925.0;La Plata;Interior PBA;4;Ciudades Grandes;3;;2 - Mujer;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;3 - Algo negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;1 - Es muy probable que vaya a votar;2 - Algo interesado;1.00271180904523;0.98364126532018;0.9863087126007368;0.907438879119045;0.8950148726277609;1.00540427420733;0.8998517784190798;0.998297894833141;0.8983201360576255;0.983517679752162;0.8835137358900423;0.997316243869393;0.8811426004848719;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
1330.0;La Plata;Interior PBA;4;Ciudades Grandes;3;;2 - Mujer;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;5 - El Frente de Izquierda;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;8 - En blanco o no irá a votar;8 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;2 - Algo positiva;5 - Ns/Nc;2 - Algo positiva;1 - Es muy probable que vaya a votar;1 - Muy interesado;0.944133399209486;0.98364126532018;0.9286885714294615;0.907438879119045;0.8427281163086177;1.00540427420733;0.847282450131376;1.00242436691201;0.8493365736686014;0.983517679752162;0.8353375362631941;0.997316243869393;0.8330956940291215;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NS/NC;POSITIVA;INTERESADO;PROBABLE;Unidos x La Patria
1160.0;Mar del Plata;Interior PBA;4;Ciudades Grandes;3;;2 - Mujer;2 - 30 a 49;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;5 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;5 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.05417449799197;0.946902199620489;0.9982001509324212;0.907438879119045;0.9058056260985778;1.02984047456201;0.932835295842298;0.998696387767693;0.9316192403399102;0.983517679752162;0.9162639936715802;0.997316243869393;0.9138049645613097;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
1286.0;Mar del Plata;Interior PBA;4;Ciudades Grandes;3;;2 - Mujer;1 - 18 a 29;1 - Nivel Primario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;4 - No sabe;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;4 - Juan Grabois – Paula Abal Medina de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;4 - Juan Grabois y Axel Kicillof por Unión por la Patria;1 - Sí, seguramente corte boleta.;1 - Muy positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;4- Nada interesado;1.00271180904523;1.07233112362123;1.0752390808617478;0.907438879119045;0.9757137463221766;0.972752651427518;0.9491281337691739;0.998297894833141;0.9475126178686742;0.983517679752162;0.9318954114620954;0.997316243869393;0.9293944314384995;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NS/NC;NEGATIVA;POSITIVA;NS/NC;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Unidos x La Patria
